,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
10,0.9180147647857666,0.12462318734045567,0.2847984790802002,0.08619006702293901,5,rbf,"{'C': 5, 'kernel': 'rbf'}",0.8995215311004785,0.8878048780487806,0.891089108910891,0.8656716417910447,0.8457711442786069,0.8779716608259603,0.019602654148029298,17
11,0.8029630184173584,0.17561629388323924,0.06790351867675781,0.006858108537250313,5,poly,"{'C': 5, 'kernel': 'poly'}",0.8995215311004785,0.9064039408866995,0.8888888888888888,0.8725490196078431,0.8557213930348259,0.8846169547037471,0.01841552132211155,9
12,0.7115577697753906,0.07968556940900208,0.08553905487060547,0.032721791161896836,7,linear,"{'C': 7, 'kernel': 'linear'}",0.9029126213592235,0.9134615384615385,0.8878048780487806,0.8712871287128714,0.8457711442786069,0.8842474621722042,0.023928656087047567,11
13,0.9641295433044433,0.08354901590778067,0.3510434627532959,0.06739805667195627,7,rbf,"{'C': 7, 'kernel': 'rbf'}",0.903846153846154,0.8921568627450982,0.8866995073891626,0.8725490196078431,0.8557213930348259,0.8821945873246166,0.016626476245205475,15
14,0.8923590183258057,0.1416242098635901,0.06644115447998047,0.014363866079952577,7,poly,"{'C': 7, 'kernel': 'poly'}",0.909952606635071,0.911764705882353,0.8985507246376813,0.8669950738916257,0.8571428571428571,0.8888811936379175,0.022572034242025873,2
15,0.6732594966888428,0.056188461198430815,0.06227130889892578,0.003578763046107922,8,linear,"{'C': 8, 'kernel': 'linear'}",0.912621359223301,0.9029126213592235,0.8823529411764707,0.8768472906403942,0.8457711442786069,0.8841010713355992,0.023204042049222554,12
16,1.0250080585479737,0.11853476381176824,0.24719696044921874,0.04117306500280281,8,rbf,"{'C': 8, 'kernel': 'rbf'}",0.903846153846154,0.8975609756097561,0.8932038834951457,0.8768472906403942,0.8557213930348259,0.8854359393252551,0.017337892649976486,7
17,0.9582523822784423,0.06343308703135749,0.060076236724853516,0.016595262551628128,8,poly,"{'C': 8, 'kernel': 'poly'}",0.909952606635071,0.9029126213592235,0.8942307692307693,0.8627450980392157,0.8571428571428571,0.8853967904814273,0.02144395270677422,8
18,0.7610033988952637,0.09255822719644344,0.08323535919189454,0.02814552680422905,10,linear,"{'C': 10, 'kernel': 'linear'}",0.9082125603864736,0.9073170731707318,0.8823529411764707,0.8768472906403942,0.8627450980392157,0.8874949926826572,0.01774544461980293,4
19,1.0135930538177491,0.13787968519872024,0.259755802154541,0.041234732552843385,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.8985507246376813,0.8921568627450982,0.8888888888888888,0.8823529411764706,0.8557213930348259,0.8835341620965929,0.014855750548454996,13
20,0.8681807041168212,0.15704855155235417,0.07662553787231445,0.011240027214398604,10,poly,"{'C': 10, 'kernel': 'poly'}",0.909952606635071,0.9134615384615385,0.8942307692307693,0.8669950738916257,0.8514851485148516,0.8872250273467712,0.024251052557957658,5
21,0.7151649951934814,0.16732295491503976,0.08007874488830566,0.019311288357299956,20,linear,"{'C': 20, 'kernel': 'linear'}",0.9178743961352658,0.903846153846154,0.8888888888888888,0.8725490196078431,0.8725490196078431,0.891141495617199,0.01773409640332872,1
22,0.9354459762573242,0.13023795332519664,0.2504862308502197,0.03183076790973798,20,rbf,"{'C': 20, 'kernel': 'rbf'}",0.8942307692307693,0.896551724137931,0.8932038834951457,0.8768472906403942,0.8613861386138614,0.8844439612236202,0.013479527880562303,10
23,0.8431941032409668,0.14717535914487032,0.06750631332397461,0.004485050875361638,20,poly,"{'C': 20, 'kernel': 'poly'}",0.9142857142857143,0.8942307692307693,0.8921568627450982,0.87,0.8585858585858587,0.8858518409694881,0.01956097925783954,6
